# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000164729.7	SLC35G3	protein_coding	1	0	1	0.0241	0.0097	0.0100
ENSG00000164733.22	CTSB	protein_coding	147579	73237	74390	674.8071	271.2957	279.4319
ENSG00000164736.6	SOX17	protein_coding	198	102	96	4.0679	1.6355	1.6845
ENSG00000164740.5	SEPTIN7P5	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000164741.15	DLC1	protein_coding	1103	537	566	4.1553	1.6706	1.7207
ENSG00000164742.16	ADCY1	protein_coding	203	101	103	0.7006	0.2817	0.2901
ENSG00000164743.5	C8orf48	protein_coding	106	52	54	3.5979	1.4465	1.4899
ENSG00000164744.13	SUN3	protein_coding	1	1	0	0.0278	0.0112	0.0115
ENSG00000164746.14	C7orf57	protein_coding	686	332	354	14.5338	5.8431	6.0183
ENSG00000164749.13	HNF4G	protein_coding	162	84	78	1.6277	0.6544	0.6740
ENSG00000164751.15	PEX2	protein_coding	3193	1618	1575	30.9718	12.4517	12.8252
ENSG00000164754.15	RAD21	protein_coding	12125	6633	6646	95.7581	38.4980	39.6526
ENSG00000164756.12	SLC30A8	protein_coding	35	17	18	0.2687	0.1080	0.1113
ENSG00000164758.7	MED30	protein_coding	444	210	234	14.8613	5.9748	6.1539
ENSG00000164761.9	TNFRSF11B	protein_coding	118	59	59	2.2641	0.9103	0.9376
ENSG00000164764.11	SBSPON	protein_coding	99	39	60	1.1149	0.4482	0.4617
ENSG00000164776.10	PHKG1	protein_coding	31	1535	1611	0.5410	0.2175	0.2240
ENSG00000164778.4	EN2	protein_coding	199	102	97	2.8252	1.1358	1.1699
ENSG00000164794.9	KCNV1	protein_coding	2	0	2	0.0139	0.0056	0.0058
ENSG00000164796.18	CSMD3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000164808.17	SPIDR	protein_coding	4185	2071	2115	28.1171	11.3041	11.6431
ENSG00000164815.11	ORC5	protein_coding	1281	653	628	16.5797	6.6656	6.8655
ENSG00000164816.8	DEFA5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000164818.16	DNAAF5	protein_coding	2339	1136	1230	15.7917	6.3488	6.5392
ENSG00000164821.5	DEFA4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000164822.5	DEFA6	protein_coding	1	0	1	0.1037	0.0417	0.0429
ENSG00000164823.11	OSGIN2	protein_coding	1521	779	742	15.7488	6.3315	6.5214
ENSG00000164825.4	DEFB1	protein_coding	987	520	531	126.8594	51.0019	52.5314
ENSG00000164828.18	SUN1	protein_coding	6469	3295	3176	26.3121	10.5784	10.8956
ENSG00000164830.18	OXR1	protein_coding	3178	1635	1543	21.6381	8.6993	8.9601
ENSG00000164841.5	TMEM74	protein_coding	31	16	15	0.2014	0.0810	0.0834
ENSG00000164845.16	FAM86FP	transcribed_unprocessed_pseudogene	47	59	70	2.2790	0.9162	0.9437
ENSG00000164849.10	GPR146	protein_coding	21	83	73	0.3173	0.1276	0.1314
ENSG00000164850.15	GPER1	protein_coding	67	24	43	1.0340	0.4157	0.4282
ENSG00000164853.9	UNCX	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000164855.16	TMEM184A	protein_coding	673	850	872	4.2614	1.7132	1.7646
ENSG00000164867.11	NOS3	protein_coding	509	413	408	4.1364	1.6630	1.7129
ENSG00000164871.17	SPAG11B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000164877.19	MICALL2	protein_coding	1261	640	621	6.8981	2.7733	2.8564
ENSG00000164879.7	CA3	protein_coding	24	14	16	0.5076	0.2041	0.2102
ENSG00000164880.16	INTS1	protein_coding	6862	3326	3537	36.4091	14.6377	15.0767
ENSG00000164885.13	CDK5	protein_coding	982	503	480	20.5609	8.2662	8.5141
ENSG00000164889.15	SLC4A2	protein_coding	2709	2162	2223	17.2484	6.9345	7.1424
ENSG00000164893.9	SLC7A13	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000164896.20	FASTK	protein_coding	2954	1454	1501	37.4190	15.0437	15.4949
ENSG00000164897.14	TMUB1	protein_coding	2028	976	1052	49.7949	20.0193	20.6196
ENSG00000164898.13	FMC1	protein_coding	20	5	15	0.7259	0.2918	0.3006
ENSG00000164900.4	GBX1	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000164902.14	PHAX	protein_coding	1683	835	849	22.1515	8.9057	9.1727
ENSG00000164904.18	ALDH7A1	protein_coding	858	451	407	2.3085	0.9281	0.9559
ENSG00000164916.11	FOXK1	protein_coding	7064	3557	3518	25.9787	10.4443	10.7576
ENSG00000164919.11	COX6C	protein_coding	4551	3451	3120	80.8824	32.5175	33.4927
ENSG00000164920.9	OSR2	protein_coding	422	210	212	6.9420	2.7909	2.8746
ENSG00000164924.18	YWHAZ	protein_coding	98435	49346	49093	554.4532	222.9093	229.5943
ENSG00000164929.17	BAALC	protein_coding	945	751	739	11.4041	4.5848	4.7223
ENSG00000164930.12	FZD6	protein_coding	9511	4847	4738	112.7723	45.3384	46.6981
ENSG00000164932.13	CTHRC1	protein_coding	5032	2484	2548	138.9895	55.8786	57.5544
ENSG00000164933.12	SLC25A32	protein_coding	7	14	26	0.0923	0.0371	0.0382
ENSG00000164934.14	DCAF13	protein_coding	4301	2262	2170	22.5354	9.0600	9.3317
ENSG00000164935.6	DCSTAMP	protein_coding	16	9	7	0.2776	0.1116	0.1150
ENSG00000164938.14	TP53INP1	protein_coding	7179	3720	3461	61.3184	24.6521	25.3914
ENSG00000164941.14	INTS8	protein_coding	2549	1811	1877	15.6190	6.2794	6.4677
ENSG00000164944.12	VIRMA	protein_coding	4326	2190	2137	19.3511	7.7798	8.0131
ENSG00000164946.20	FREM1	protein_coding	34	19	15	0.1981	0.0796	0.0820
ENSG00000164949.8	GEM	protein_coding	1304	679	625	23.7354	9.5424	9.8286
ENSG00000164951.16	PDP1	protein_coding	7436	3835	3602	63.9555	25.7123	26.4834
ENSG00000164953.16	TMEM67	protein_coding	1751	893	859	10.1134	4.0659	4.1879
ENSG00000164961.16	WASHC5	protein_coding	4551	2562	2560	46.0536	18.5151	19.0704
ENSG00000164967.10	RPP25L	protein_coding	1846	948	898	81.4791	32.7574	33.7398
ENSG00000164970.15	FAM219A	protein_coding	1027	491	537	13.0884	5.2620	5.4198
ENSG00000164972.13	C9orf24	protein_coding	1751	868	884	59.5598	23.9451	24.6632
ENSG00000164975.15	SNAPC3	protein_coding	1064	603	670	7.6726	3.0846	3.1772
ENSG00000164976.9	MYORG	protein_coding	3097	1552	1546	23.1537	9.3086	9.5878
ENSG00000164978.18	NUDT2	protein_coding	691	343	350	31.0395	12.4790	12.8532
ENSG00000164983.7	TMEM65	protein_coding	2316	1211	1105	12.3633	4.9705	5.1196
ENSG00000164985.15	PSIP1	protein_coding	2042	1128	1123	14.5940	5.8673	6.0433
ENSG00000164989.17	CCDC171	protein_coding	136	73	63	0.5376	0.2161	0.2226
ENSG00000165006.14	UBAP1	protein_coding	5090	2629	2661	88.5037	35.5815	36.6486
ENSG00000165023.7	DIRAS2	protein_coding	14	8	6	0.1519	0.0611	0.0629
ENSG00000165025.15	SYK	protein_coding	3536	1768	1768	32.7123	13.1515	13.5459
ENSG00000165028.12	NIPSNAP3B	protein_coding	88	55	33	0.7534	0.3029	0.3120
ENSG00000165029.17	ABCA1	protein_coding	3525	1808	1717	14.9785	6.0219	6.2025
ENSG00000165030.4	NFIL3	protein_coding	1609	784	825	37.7382	15.1721	15.6271
ENSG00000165046.13	LETM2	protein_coding	340	366	366	2.6803	1.0776	1.1099
ENSG00000165055.16	METTL2B	protein_coding	999	499	500	7.1345	2.8683	2.9543
ENSG00000165059.8	PRKACG	protein_coding	1	1	0	0.0299	0.0120	0.0124
ENSG00000165060.15	FXN	protein_coding	275	149	126	1.8255	0.7339	0.7559
ENSG00000165061.15	ZMAT4	protein_coding	4	1	3	0.0522	0.0210	0.0216
ENSG00000165066.13	NKX6-3	protein_coding	3	1	2	0.0565	0.0227	0.0234
ENSG00000165071.15	TMEM71	protein_coding	203	124	106	2.9330	1.1792	1.2145
ENSG00000165072.10	MAMDC2	protein_coding	122	67	80	1.6384	0.6587	0.6785
ENSG00000165076.14	PRSS37	protein_coding	3	2	1	0.0651	0.0262	0.0269
ENSG00000165078.13	CPA6	protein_coding	273	142	131	4.5578	1.8324	1.8873
ENSG00000165084.16	C8orf34	protein_coding	429	274	201	2.0140	0.8097	0.8340
ENSG00000165091.18	TMC1	protein_coding	18	8	10	0.0996	0.0400	0.0412
ENSG00000165092.13	ALDH1A1	protein_coding	7944	4080	3864	134.8211	54.2027	55.8283
ENSG00000165097.16	KDM1B	protein_coding	2600	1300	1303	22.3024	8.9663	9.2352
ENSG00000165102.15	HGSNAT	protein_coding	5642	2788	2855	30.4386	12.2373	12.6043
ENSG00000165105.10	RASEF	protein_coding	678	349	329	4.9185	1.9774	2.0367
ENSG00000165113.13	GKAP1	protein_coding	93	50	43	1.3176	0.5297	0.5456
ENSG00000165115.15	KIF27	protein_coding	512	347	334	3.1888	1.2820	1.3204
ENSG00000165118.15	C9orf64	protein_coding	623	332	291	10.9034	4.3835	4.5150
ENSG00000165119.21	HNRNPK	protein_coding	27849	15416	15161	263.4525	105.9170	109.0934
ENSG00000165120.5	SSMEM1	protein_coding	1	1	0	0.0352	0.0142	0.0146
ENSG00000165121.11	AL353743.1	transcribed_unprocessed_pseudogene	51	24	27	1.1892	0.4781	0.4925
ENSG00000165124.18	SVEP1	protein_coding	294	142	152	0.9984	0.4014	0.4134
ENSG00000165125.22	TRPV6	protein_coding	421	225	222	1.7048	0.6854	0.7059
ENSG00000165131.8	LLCFC1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165138.18	ANKS6	protein_coding	1488	768	720	8.0930	3.2537	3.3512
ENSG00000165140.11	FBP1	protein_coding	366	326	332	10.0805	4.0527	4.1742
ENSG00000165152.9	PGAP4	protein_coding	922	449	502	8.0085	3.2197	3.3163
ENSG00000165156.15	ZHX1	protein_coding	2142	1048	1094	15.3337	6.1647	6.3496
ENSG00000165164.14	CFAP47	protein_coding	530	275	286	2.2324	0.8975	0.9244
ENSG00000165168.8	CYBB	protein_coding	2975	1544	1431	32.7752	13.1768	13.5719
ENSG00000165169.11	DYNLT3	protein_coding	2607	1314	1293	40.2739	16.1915	16.6771
ENSG00000165171.11	METTL27	protein_coding	664	326	338	22.0718	8.8736	9.1397
ENSG00000165175.16	MID1IP1	protein_coding	3694	1861	1909	36.8093	14.7986	15.2424
ENSG00000165178.9	NCF1C	unprocessed_pseudogene	105	41	65	3.5465	1.4258	1.4686
ENSG00000165181.16	SHOC1	protein_coding	100	49	51	0.7680	0.3088	0.3180
ENSG00000165182.12	CXorf58	protein_coding	22	11	11	0.5747	0.2311	0.2380
ENSG00000165185.15	KIAA1958	protein_coding	403	184	226	1.4784	0.5944	0.6122
ENSG00000165186.12	PTCHD1	protein_coding	10	2	8	0.0374	0.0150	0.0155
ENSG00000165188.13	RNF183	protein_coding	71	36	35	0.9386	0.3773	0.3887
ENSG00000165192.14	ASB11	protein_coding	1	0	1	0.0154	0.0062	0.0064
ENSG00000165194.15	PCDH19	protein_coding	148	83	66	0.7312	0.2940	0.3028
ENSG00000165195.16	PIGA	protein_coding	1028	520	508	7.8723	3.1649	3.2599
ENSG00000165197.5	VEGFD	protein_coding	32	12	20	0.7059	0.2838	0.2923
ENSG00000165202.3	OR1Q1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165204.3	OR1K1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165209.19	STRBP	protein_coding	1499	764	735	8.8967	3.5768	3.6840
ENSG00000165215.6	CLDN3	protein_coding	635	285	352	24.0238	9.6584	9.9480
ENSG00000165219.22	GAPVD1	protein_coding	2434	1210	1226	8.6104	3.4617	3.5655
ENSG00000165233.18	CARD19	protein_coding	697	359	338	10.9003	4.3823	4.5137
ENSG00000165238.16	WNK2	protein_coding	555	296	284	2.0269	0.8149	0.8393
ENSG00000165240.20	ATP7A	protein_coding	755	384	372	3.3324	1.3398	1.3799
ENSG00000165244.7	ZNF367	protein_coding	318	159	159	4.1571	1.6713	1.7214
ENSG00000165246.14	NLGN4Y	protein_coding	1	1	0	0.0056	0.0023	0.0023
ENSG00000165259.14	HDX	protein_coding	85	44	41	0.5645	0.2269	0.2337
ENSG00000165264.11	NDUFB6	protein_coding	2033	1035	1008	70.6986	28.4233	29.2757
ENSG00000165269.13	AQP7	protein_coding	70	36	36	0.6423	0.2582	0.2660
ENSG00000165271.17	NOL6	protein_coding	6746	3422	3327	54.2458	21.8087	22.4627
ENSG00000165272.16	AQP3	protein_coding	80510	40430	40086	1333.0442	535.9297	552.0022
ENSG00000165275.10	TRMT10B	protein_coding	284	200	168	4.7762	1.9202	1.9778
ENSG00000165280.17	VCP	protein_coding	33282	16867	16419	180.5871	72.6022	74.7796
ENSG00000165282.14	PIGO	protein_coding	2631	1321	1320	17.5663	7.0623	7.2741
ENSG00000165283.16	STOML2	protein_coding	5460	2707	2756	145.7175	58.5835	60.3404
ENSG00000165288.11	BRWD3	protein_coding	910	473	437	3.0814	1.2388	1.2760
ENSG00000165300.7	SLITRK5	protein_coding	8	4	4	0.0183	0.0073	0.0076
ENSG00000165304.8	MELK	protein_coding	1968	1024	944	30.7274	12.3535	12.7239
ENSG00000165309.14	ARMC3	protein_coding	2289	1099	1190	15.7633	6.3374	6.5274
ENSG00000165312.6	OTUD1	protein_coding	1763	892	871	28.9719	11.6477	11.9970
ENSG00000165322.18	ARHGAP12	protein_coding	1963	1009	954	15.9176	6.3994	6.5914
ENSG00000165323.15	FAT3	protein_coding	65	32	33	0.1625	0.0653	0.0673
ENSG00000165325.14	DEUP1	protein_coding	133	68	65	1.5165	0.6097	0.6280
ENSG00000165338.17	HECTD2	protein_coding	593	305	288	2.4746	0.9949	1.0247
ENSG00000165349.12	SLC7A3	protein_coding	1	0	1	0.0213	0.0085	0.0088
ENSG00000165355.7	FBXO33	protein_coding	1121	598	523	14.0231	5.6378	5.8068
ENSG00000165359.16	INTS6L	protein_coding	712	349	366	4.7816	1.9224	1.9800
ENSG00000165370.3	GPR101	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165376.11	CLDN2	protein_coding	81	40	44	1.1449	0.4603	0.4741
ENSG00000165379.13	LRFN5	protein_coding	23	13	10	0.1805	0.0726	0.0748
ENSG00000165383.11	LRRC18	protein_coding	399	221	178	11.8932	4.7815	4.9249
ENSG00000165389.7	SPTSSA	protein_coding	4324	2227	2097	78.2915	31.4759	32.4198
ENSG00000165392.11	WRN	protein_coding	946	521	518	5.5456	2.2295	2.2964
ENSG00000165406.16	MARCHF8	protein_coding	1268	622	646	8.1315	3.2691	3.3672
ENSG00000165409.18	TSHR	protein_coding	108	61	50	0.5251	0.2111	0.2174
ENSG00000165410.15	CFL2	protein_coding	756	363	393	7.3732	2.9643	3.0532
ENSG00000165416.15	SUGT1	protein_coding	3027	1552	1475	9.6608	3.8840	4.0005
ENSG00000165417.12	GTF2A1	protein_coding	4313	2237	2084	30.4544	12.2437	12.6109
ENSG00000165424.7	ZCCHC24	protein_coding	1848	1102	1104	17.6449	7.0939	7.3066
ENSG00000165434.8	PGM2L1	protein_coding	4358	2152	2210	23.9183	9.6160	9.9044
ENSG00000165443.12	PHYHIPL	protein_coding	35	170	190	0.4176	0.1679	0.1729
ENSG00000165449.11	SLC16A9	protein_coding	273	128	145	2.9709	1.1944	1.2302
ENSG00000165457.14	FOLR2	protein_coding	178	90	88	6.0589	2.4359	2.5089
ENSG00000165458.14	INPPL1	protein_coding	3046	1476	1574	22.3325	8.9784	9.2477
ENSG00000165462.5	PHOX2A	protein_coding	1	4	2	0.0270	0.0109	0.0112
ENSG00000165471.7	MBL2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165474.8	GJB2	protein_coding	11185	5678	5507	217.9080	87.6065	90.2338
ENSG00000165475.15	CRYL1	protein_coding	646	310	336	7.1959	2.8930	2.9797
ENSG00000165476.14	REEP3	protein_coding	5781	2994	2787	53.4300	21.4807	22.1249
ENSG00000165478.7	HEPACAM	protein_coding	0	1	0	0.0000	0.0000	0.0000
ENSG00000165480.16	SKA3	protein_coding	407	196	211	6.5433	2.6306	2.7095
ENSG00000165487.14	MICU2	protein_coding	1730	872	858	23.0853	9.2811	9.5594
ENSG00000165490.13	DDIAS	protein_coding	942	487	463	8.5041	3.4189	3.5215
ENSG00000165494.11	PCF11	protein_coding	2049	1233	1282	9.9246	3.9900	4.1097
ENSG00000165495.16	PKNOX2	protein_coding	71	42	30	0.5234	0.2104	0.2167
ENSG00000165496.5	RPL10L	protein_coding	1	1	0	0.0624	0.0251	0.0259
ENSG00000165501.17	LRR1	protein_coding	531	336	320	11.1519	4.4834	4.6179
ENSG00000165502.7	RPL36AL	protein_coding	9870	4899	4971	703.7321	282.9246	291.4095
ENSG00000165506.15	DNAAF2	protein_coding	1829	908	921	29.6123	11.9052	12.2622
ENSG00000165507.9	DEPP1	protein_coding	5414	2661	2787	87.5961	35.2166	36.2728
ENSG00000165509.13	MAGEC3	protein_coding	1	1	0	0.0174	0.0070	0.0072
ENSG00000165511.6	ZNF22-AS1	lncRNA	157	72	85	2.4585	0.9884	1.0180
ENSG00000165512.5	ZNF22	protein_coding	1242	1000	1030	28.4655	11.4441	11.7873
ENSG00000165516.11	KLHDC2	protein_coding	1446	1798	1777	11.0295	4.4342	4.5672
ENSG00000165521.15	EML5	protein_coding	28	600	553	0.1227	0.0493	0.0508
ENSG00000165525.18	NEMF	protein_coding	2420	2272	2276	12.8971	5.1851	5.3406
ENSG00000165526.9	RPUSD4	protein_coding	950	488	462	11.2200	4.5108	4.6461
ENSG00000165527.7	ARF6	protein_coding	12521	6397	6126	155.7415	62.6134	64.4912
ENSG00000165533.19	TTC8	protein_coding	901	450	452	6.9406	2.7904	2.8740
ENSG00000165548.11	TMEM63C	protein_coding	116	70	46	0.8787	0.3533	0.3639
ENSG00000165553.4	NGB	protein_coding	2	0	2	0.0512	0.0206	0.0212
ENSG00000165555.9	NOXRED1	protein_coding	52	23	29	1.0058	0.4043	0.4165
ENSG00000165556.10	CDX2	protein_coding	2	1	1	0.0274	0.0110	0.0113
ENSG00000165566.12	AMER2	protein_coding	3	2	2	0.0136	0.0055	0.0056
ENSG00000165568.18	AKR1E2	protein_coding	67	34	33	1.3361	0.5372	0.5533
ENSG00000165572.8	KBTBD6	protein_coding	739	385	356	6.8053	2.7360	2.8180
ENSG00000165583.15	SSX5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165584.16	SSX3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165588.18	OTX2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165591.6	FAAH2	protein_coding	600	283	318	14.3236	5.7586	5.9313
ENSG00000165606.9	DRGX	protein_coding	4	1	3	0.0667	0.0268	0.0276
ENSG00000165609.13	NUDT5	protein_coding	3441	2112	2150	33.4110	13.4324	13.8352
ENSG00000165617.15	DACT1	protein_coding	388	182	206	4.0797	1.6402	1.6894
ENSG00000165621.8	OXGR1	protein_coding	33	18	15	0.5982	0.2405	0.2477
ENSG00000165623.10	UCMA	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165626.17	BEND7	protein_coding	264	142	125	1.2702	0.5106	0.5260
ENSG00000165629.20	ATP5F1C	protein_coding	8636	4355	4281	180.3490	72.5065	74.6810
ENSG00000165630.14	PRPF18	protein_coding	319	162	166	8.3381	3.3522	3.4527
ENSG00000165632.8	TAF3	protein_coding	1057	534	524	10.4505	4.2015	4.3275
ENSG00000165633.13	VSTM4	protein_coding	984	507	509	5.4798	2.2031	2.2691
ENSG00000165637.13	VDAC2	protein_coding	5132	2609	2523	87.4979	35.1772	36.2321
ENSG00000165643.11	SOHLH1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165644.11	COMTD1	protein_coding	344	176	168	8.6899	3.4937	3.5984
ENSG00000165646.14	SLC18A2	protein_coding	75	491	442	0.8763	0.3523	0.3629
ENSG00000165650.12	PDZD8	protein_coding	4156	2493	2488	20.3282	8.1727	8.4178
ENSG00000165655.17	ZNF503	protein_coding	1725	827	908	25.9417	10.4294	10.7422
ENSG00000165660.8	ABRAXAS2	protein_coding	1526	799	727	24.8905	10.0068	10.3070
ENSG00000165661.17	QSOX2	protein_coding	962	471	493	10.3016	4.1416	4.2658
ENSG00000165669.14	FAM204A	protein_coding	1449	873	756	4.6489	1.8690	1.9251
ENSG00000165671.21	NSD1	protein_coding	2964	1410	1556	9.2074	3.7017	3.8127
ENSG00000165672.7	PRDX3	protein_coding	7773	3970	3803	110.8760	44.5760	45.9128
ENSG00000165675.16	ENOX2	protein_coding	769	378	391	8.6621	3.4824	3.5869
ENSG00000165678.21	GHITM	protein_coding	12480	6761	6747	252.5281	101.5250	104.5697
ENSG00000165682.14	CLEC1B	protein_coding	4	3	5	0.0525	0.0211	0.0218
ENSG00000165684.4	SNAPC4	protein_coding	817	437	382	7.8054	3.1381	3.2322
ENSG00000165685.8	TMEM52B	protein_coding	185	86	99	2.5557	1.0275	1.0583
ENSG00000165688.12	PMPCA	protein_coding	1519	765	756	11.2309	4.5152	4.6506
ENSG00000165689.17	ENTR1	protein_coding	1219	602	620	18.7235	7.5275	7.7533
ENSG00000165694.10	FRMD7	protein_coding	1	0	1	0.0145	0.0058	0.0060
ENSG00000165695.10	AK8	protein_coding	764	462	436	13.4837	5.4209	5.5835
ENSG00000165698.16	SPACA9	protein_coding	1775	920	989	30.3057	12.1839	12.5493
ENSG00000165699.15	TSC1	protein_coding	1212	617	612	3.3191	1.3344	1.3744
ENSG00000165702.14	GFI1B	protein_coding	10	9	14	0.0790	0.0317	0.0327
ENSG00000165704.15	HPRT1	protein_coding	3200	1626	1574	95.6802	38.4667	39.6203
ENSG00000165714.11	BORCS5	protein_coding	392	205	188	2.8970	1.1647	1.1996
ENSG00000165716.11	DIPK1B	protein_coding	26	93	93	0.3692	0.1484	0.1529
ENSG00000165724.6	ZMYND19	protein_coding	705	363	342	14.2058	5.7112	5.8825
ENSG00000165730.16	STOX1	protein_coding	852	431	421	10.4919	4.2181	4.3446
ENSG00000165731.20	RET	protein_coding	90	44	46	0.6311	0.2537	0.2613
ENSG00000165732.13	DDX21	protein_coding	10438	5248	5190	101.1663	40.6723	41.8921
ENSG00000165733.8	BMS1	protein_coding	4424	2218	2207	27.4819	11.0487	11.3800
ENSG00000165752.17	STK32C	protein_coding	648	339	311	8.7906	3.5341	3.6401
ENSG00000165757.9	JCAD	protein_coding	1541	739	802	7.7579	3.1190	3.2125
ENSG00000165762.3	OR4K2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165775.18	FUNDC2	protein_coding	2326	1192	1203	11.1067	4.4653	4.5992
ENSG00000165782.11	PIP4P1	protein_coding	1935	1258	1280	25.2477	10.1504	10.4548
ENSG00000165792.18	METTL17	protein_coding	1000	853	917	11.3516	4.5637	4.7006
ENSG00000165794.10	SLC39A2	protein_coding	600	382	337	18.3615	7.3819	7.6033
ENSG00000165795.23	NDRG2	protein_coding	6206	3152	3066	39.6188	15.9281	16.4058
ENSG00000165799.5	RNASE7	protein_coding	578	280	298	19.7721	7.9491	8.1875
ENSG00000165801.10	ARHGEF40	protein_coding	1482	860	841	8.7174	3.5047	3.6098
ENSG00000165802.23	NSMF	protein_coding	2242	1095	1149	21.9861	8.8392	9.1043
ENSG00000165804.16	ZNF219	protein_coding	1001	660	629	7.2410	2.9111	2.9985
ENSG00000165805.10	C12orf50	protein_coding	2	2	0	0.0172	0.0069	0.0071
ENSG00000165806.21	CASP7	protein_coding	3286	1655	1639	43.8487	17.6287	18.1574
ENSG00000165807.8	PPP1R36	protein_coding	276	165	152	4.3247	1.7387	1.7908
ENSG00000165810.17	BTNL9	protein_coding	185	88	99	1.6029	0.6444	0.6637
ENSG00000165813.20	CCDC186	protein_coding	2860	1419	1441	15.3114	6.1557	6.3403
ENSG00000165816.13	VWA2	protein_coding	2146	1074	1072	16.2813	6.5456	6.7419
ENSG00000165819.12	METTL3	protein_coding	965	752	805	7.9358	3.1905	3.2862
ENSG00000165821.12	SALL2	protein_coding	311	187	189	2.7847	1.1195	1.1531
ENSG00000165828.15	PRAP1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165832.6	TRUB1	protein_coding	2147	1088	1059	28.7533	11.5598	11.9065
ENSG00000165837.12	ERICH6B	protein_coding	6	83	68	0.0983	0.0395	0.0407
ENSG00000165841.11	CYP2C19	protein_coding	2	1	1	0.0154	0.0062	0.0064
ENSG00000165861.14	ZFYVE1	protein_coding	1456	729	727	13.4311	5.3998	5.5617
ENSG00000165863.17	C10orf82	protein_coding	31	17	18	0.6197	0.2492	0.2566
ENSG00000165868.16	HSPA12A	protein_coding	775	411	481	1.7692	0.7113	0.7326
ENSG00000165874.13	SHLD2P1	transcribed_unprocessed_pseudogene	16	0	22	0.2055	0.0826	0.0851
ENSG00000165879.9	FRAT1	protein_coding	298	154	145	5.4303	2.1832	2.2487
ENSG00000165886.5	UBTD1	protein_coding	1594	792	802	46.6479	18.7540	19.3165
ENSG00000165887.12	ANKRD2	protein_coding	34	14	20	1.1294	0.4541	0.4677
ENSG00000165891.16	E2F7	protein_coding	308	141	167	2.3598	0.9487	0.9772
ENSG00000165895.19	ARHGAP42	protein_coding	1000	539	475	5.1754	2.0807	2.1431
ENSG00000165898.14	ISCA2	protein_coding	1170	684	674	18.6422	7.4948	7.7196
ENSG00000165899.11	OTOGL	protein_coding	9	4	5	0.0353	0.0142	0.0146
ENSG00000165905.18	LARGE2	protein_coding	1619	829	790	24.7648	9.9563	10.2549
ENSG00000165912.16	PACSIN3	protein_coding	2322	1183	1141	40.6235	16.3321	16.8219
ENSG00000165914.15	TTC7B	protein_coding	1218	667	643	2.7603	1.1097	1.1430
ENSG00000165915.14	SLC39A13	protein_coding	2067	1006	1066	21.7574	8.7472	9.0095
ENSG00000165916.8	PSMC3	protein_coding	8192	4155	4040	173.4821	69.7458	71.8374
ENSG00000165917.10	RAPSN	protein_coding	17	11	6	0.4368	0.1756	0.1809
ENSG00000165923.16	AGBL2	protein_coding	521	254	268	4.5799	1.8413	1.8965
ENSG00000165929.13	TC2N	protein_coding	7432	3778	3655	58.2273	23.4094	24.1114
ENSG00000165934.13	CPSF2	protein_coding	6083	3049	3040	21.6172	8.6908	8.9515
ENSG00000165935.9	SMCO2	protein_coding	10	6	4	0.2437	0.0980	0.1009
ENSG00000165943.5	MOAP1	protein_coding	1086	541	545	20.6975	8.3211	8.5707
ENSG00000165948.11	IFI27L1	protein_coding	377	184	193	7.7126	3.1007	3.1937
ENSG00000165949.12	IFI27	protein_coding	3004	1480	1524	34.9143	14.0367	14.4577
ENSG00000165953.10	SERPINA12	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165959.12	CLMN	protein_coding	4349	2151	2199	13.3488	5.3667	5.5276
ENSG00000165966.16	PDZRN4	protein_coding	15	9	6	0.1484	0.0597	0.0614
ENSG00000165970.12	SLC6A5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000165972.13	CCDC38	protein_coding	8	10	4	0.0778	0.0313	0.0322
ENSG00000165973.19	NELL1	protein_coding	13	8	5	0.1179	0.0474	0.0488
ENSG00000165983.14	PTER	protein_coding	707	363	344	8.5128	3.4224	3.5251
ENSG00000165985.10	C1QL3	protein_coding	5	4	1	0.1014	0.0408	0.0420
