# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000165995.22	CACNB2	protein_coding	85	56	48	0.3670	0.1476	0.1520
ENSG00000165996.14	HACD1	protein_coding	136	66	70	1.7008	0.6838	0.7043
ENSG00000165997.5	ARL5B	protein_coding	2251	1152	1099	15.1319	6.0835	6.2660
ENSG00000166002.7	SMCO4	protein_coding	418	214	204	18.2162	7.3235	7.5432
ENSG00000166004.15	CEP295	protein_coding	387	481	468	1.9734	0.7934	0.8172
ENSG00000166006.14	KCNC2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166007.11	TRIM51HP	transcribed_unprocessed_pseudogene	1	1	0	0.0257	0.0103	0.0106
ENSG00000166012.17	TAF1D	protein_coding	2310	1315	1319	13.9698	5.6163	5.7848
ENSG00000166013.11	TRIM53BP	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000166016.6	ABTB2	protein_coding	880	433	447	8.5239	3.4269	3.5297
ENSG00000166024.14	R3HCC1L	protein_coding	1117	545	572	15.0765	6.0613	6.2430
ENSG00000166025.18	AMOTL1	protein_coding	4098	2351	2201	19.6928	7.9172	8.1546
ENSG00000166033.13	HTRA1	protein_coding	5216	2529	2687	111.7357	44.9216	46.2688
ENSG00000166035.11	LIPC	protein_coding	11	4	7	0.1062	0.0427	0.0440
ENSG00000166037.11	CEP57	protein_coding	1947	1374	1339	13.2155	5.3131	5.4724
ENSG00000166046.11	TCP11L2	protein_coding	539	262	294	3.9267	1.5787	1.6260
ENSG00000166049.11	PASD1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166068.13	SPRED1	protein_coding	3616	1852	1764	22.4887	9.0412	9.3124
ENSG00000166069.13	TMCO5A	protein_coding	17	8	9	0.1542	0.0620	0.0639
ENSG00000166073.11	GPR176	protein_coding	1064	537	529	11.3535	4.5645	4.7014
ENSG00000166086.13	JAM3	protein_coding	375	571	528	3.4071	1.3698	1.4108
ENSG00000166090.8	IL25	protein_coding	1	0	1	0.0353	0.0142	0.0146
ENSG00000166091.21	CMTM5	protein_coding	2	1	2	0.0331	0.0133	0.0137
ENSG00000166104.15	AC126323.1	transcribed_unprocessed_pseudogene	2	1	1	0.0247	0.0099	0.0102
ENSG00000166105.16	GLB1L3	protein_coding	129	67	62	0.6951	0.2795	0.2878
ENSG00000166106.3	ADAMTS15	protein_coding	740	386	354	6.2872	2.5277	2.6035
ENSG00000166111.10	SVOP	protein_coding	4	2	2	0.0272	0.0109	0.0112
ENSG00000166118.8	SPATA19	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166123.14	GPT2	protein_coding	2598	1265	1333	19.6826	7.9131	8.1504
ENSG00000166126.11	AMN	protein_coding	158	1136	1086	1.7756	0.7138	0.7352
ENSG00000166128.13	RAB8B	protein_coding	2265	1124	1141	21.3934	8.6009	8.8588
ENSG00000166130.15	IKBIP	protein_coding	1428	722	706	16.5333	6.6469	6.8463
ENSG00000166133.18	RPUSD2	protein_coding	727	341	386	14.0782	5.6599	5.8297
ENSG00000166135.14	HIF1AN	protein_coding	3945	2514	2401	13.6854	5.5020	5.6670
ENSG00000166136.16	NDUFB8	protein_coding	125	63	63	3.0139	1.2117	1.2480
ENSG00000166140.17	ZFYVE19	protein_coding	1657	922	951	16.7118	6.7187	6.9202
ENSG00000166143.10	PPP1R14D	protein_coding	24	13	11	1.3342	0.5364	0.5525
ENSG00000166145.14	SPINT1	protein_coding	24937	12541	12657	339.3381	136.4256	140.5170
ENSG00000166147.14	FBN1	protein_coding	6137	3041	3096	18.4561	7.4200	7.6425
ENSG00000166148.4	AVPR1A	protein_coding	444	211	238	3.4395	1.3828	1.4242
ENSG00000166152.4	C16orf78	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166153.16	DEPDC4	protein_coding	24	14	10	0.3710	0.1492	0.1536
ENSG00000166159.11	LRTM2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166160.9	OPN1MW2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166164.16	BRD7	protein_coding	3563	2390	2441	20.0951	8.0789	8.3212
ENSG00000166165.13	CKB	protein_coding	4089	2074	2017	82.7047	33.2501	34.2473
ENSG00000166166.13	TRMT61A	protein_coding	1897	932	965	28.4219	11.4266	11.7693
ENSG00000166167.18	BTRC	protein_coding	1801	935	866	13.1266	5.2773	5.4356
ENSG00000166169.17	POLL	protein_coding	824	485	544	7.3277	2.9460	3.0343
ENSG00000166170.10	BAG5	protein_coding	4019	2044	1982	36.7504	14.7749	15.2180
ENSG00000166171.13	DPCD	protein_coding	1430	814	821	40.7595	16.3867	16.8782
ENSG00000166173.11	LARP6	protein_coding	930	456	483	8.0737	3.2459	3.3432
ENSG00000166181.13	API5	protein_coding	6400	3626	3601	66.3240	26.6645	27.4642
ENSG00000166183.16	ASPG	protein_coding	23	12	13	0.1812	0.0728	0.0750
ENSG00000166188.2	ZNF319	protein_coding	1041	536	545	11.7396	4.7197	4.8613
ENSG00000166189.8	HPS6	protein_coding	1724	835	889	30.9133	12.4282	12.8009
ENSG00000166192.15	SENP8	protein_coding	111	82	85	1.0739	0.4317	0.4447
ENSG00000166197.17	NOLC1	protein_coding	11334	5804	5531	137.6035	55.3214	56.9805
ENSG00000166199.13	ALKBH3	protein_coding	1249	636	614	25.2943	10.1692	10.4741
ENSG00000166200.15	COPS2	protein_coding	5192	2634	2558	33.3176	13.3948	13.7965
ENSG00000166206.15	GABRB3	protein_coding	562	290	272	1.9507	0.7843	0.8078
ENSG00000166211.8	SPIC	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166220.12	TBATA	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000166224.17	SGPL1	protein_coding	11930	6012	5921	76.5663	30.7823	31.7054
ENSG00000166225.9	FRS2	protein_coding	1624	796	830	10.8025	4.3430	4.4732
ENSG00000166226.13	CCT2	protein_coding	13640	6798	6842	155.4214	62.4848	64.3587
ENSG00000166228.9	PCBD1	protein_coding	3471	1722	1749	119.9271	48.2148	49.6608
ENSG00000166233.15	ARIH1	protein_coding	4584	2437	2343	9.6575	3.8826	3.9991
ENSG00000166246.14	C16orf71	protein_coding	579	438	445	6.2334	2.5061	2.5812
ENSG00000166250.12	CLMP	protein_coding	1241	674	642	11.8281	4.7553	4.8979
ENSG00000166257.9	SCN3B	protein_coding	42	20	22	0.2024	0.0814	0.0838
ENSG00000166260.13	COX11	protein_coding	1534	1044	1062	10.4093	4.1849	4.3104
ENSG00000166261.11	ZNF202	protein_coding	401	190	211	3.8114	1.5323	1.5783
ENSG00000166262.16	FAM227B	protein_coding	190	385	386	1.5217	0.6118	0.6301
ENSG00000166263.13	STXBP4	protein_coding	590	283	308	1.5750	0.6332	0.6522
ENSG00000166265.13	CYYR1	protein_coding	1131	576	555	16.6655	6.7001	6.9011
ENSG00000166266.14	CUL5	protein_coding	1744	1088	988	12.8099	5.1500	5.3045
ENSG00000166268.11	MYRFL	protein_coding	11	6	5	0.1472	0.0592	0.0610
ENSG00000166272.18	WBP1L	protein_coding	5272	2627	2664	32.4403	13.0421	13.4332
ENSG00000166275.16	BORCS7	protein_coding	1389	683	706	25.0555	10.0732	10.3753
ENSG00000166278.15	C2	protein_coding	554	335	304	4.8400	1.9458	2.0042
ENSG00000166289.6	PLEKHF1	protein_coding	718	360	358	15.0595	6.0544	6.2360
ENSG00000166292.12	TMEM100	protein_coding	132	59	73	2.1894	0.8802	0.9066
ENSG00000166295.9	ANAPC16	protein_coding	6295	3581	3571	70.1693	28.2105	29.0565
ENSG00000166311.10	SMPD1	protein_coding	1117	538	580	19.6418	7.8967	8.1335
ENSG00000166313.19	APBB1	protein_coding	932	481	451	8.5662	3.4439	3.5472
ENSG00000166317.12	SYNPO2L	protein_coding	20	12	8	0.1889	0.0759	0.0782
ENSG00000166321.14	NUDT13	protein_coding	80	61	59	1.5295	0.6149	0.6334
ENSG00000166323.13	C11orf65	protein_coding	52	47	47	0.6650	0.2673	0.2754
ENSG00000166326.7	TRIM44	protein_coding	5970	2977	2993	21.9537	8.8261	9.0908
ENSG00000166329.3	CCDC182	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166333.14	ILK	protein_coding	8	3381	3331	0.1107	0.0445	0.0458
ENSG00000166337.10	TAF10	protein_coding	69	1711	1750	0.5714	0.2297	0.2366
ENSG00000166340.17	TPP1	protein_coding	8033	4204	4249	59.5481	23.9404	24.6583
ENSG00000166341.8	DCHS1	protein_coding	835	591	631	3.7567	1.5103	1.5556
ENSG00000166342.19	NETO1	protein_coding	54	29	25	0.2924	0.1176	0.1211
ENSG00000166343.10	MSS51	protein_coding	55	25	31	1.0941	0.4399	0.4530
ENSG00000166347.19	CYB5A	protein_coding	5333	2632	2702	27.7257	11.1467	11.4810
ENSG00000166348.18	USP54	protein_coding	1884	1240	1329	9.5606	3.8437	3.9590
ENSG00000166349.10	RAG1	protein_coding	66	36	37	0.4058	0.1631	0.1680
ENSG00000166351.10	POTED	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166352.17	IFTAP	protein_coding	702	390	435	3.2578	1.3098	1.3490
ENSG00000166359.11	WDR88	protein_coding	16	9	7	0.4180	0.1680	0.1731
ENSG00000166363.5	OR10A5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166368.2	OR2D2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166377.20	ATP9B	protein_coding	1034	515	520	3.3372	1.3417	1.3819
ENSG00000166387.13	PPFIBP2	protein_coding	1540	762	785	7.5741	3.0451	3.1364
ENSG00000166391.15	MOGAT2	protein_coding	16	9	7	0.1872	0.0753	0.0775
ENSG00000166394.15	CYB5R2	protein_coding	2391	1207	1186	13.4082	5.3906	5.5522
ENSG00000166396.13	SERPINB7	protein_coding	963	488	475	17.6016	7.0765	7.2887
ENSG00000166398.14	GARRE1	protein_coding	1026	491	536	6.6611	2.6780	2.7583
ENSG00000166401.15	SERPINB8	protein_coding	2109	1035	1078	17.6356	7.0901	7.3027
ENSG00000166402.9	TUB	protein_coding	915	493	466	6.2967	2.5315	2.6074
ENSG00000166405.15	RIC3	protein_coding	107	78	74	0.6703	0.2695	0.2776
ENSG00000166407.14	LMO1	protein_coding	13	6	7	0.3675	0.1477	0.1522
ENSG00000166408.4	OR5P1P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000166411.14	IDH3A	protein_coding	1288	1880	1827	9.0987	3.6580	3.7677
ENSG00000166415.15	WDR72	protein_coding	4905	2490	2415	27.5768	11.0868	11.4193
ENSG00000166426.8	CRABP1	protein_coding	110	115	153	5.5285	2.2227	2.2893
ENSG00000166428.14	PLD4	protein_coding	195	592	666	3.1122	1.2512	1.2887
ENSG00000166432.15	ZMAT1	protein_coding	141	73	70	0.8987	0.3613	0.3721
ENSG00000166435.15	XRRA1	protein_coding	583	880	952	3.0927	1.2434	1.2806
ENSG00000166436.16	TRIM66	protein_coding	408	202	208	1.6733	0.6727	0.6929
ENSG00000166439.6	RNF169	protein_coding	830	1027	955	5.1014	2.0509	2.1124
ENSG00000166441.13	RPL27A	protein_coding	36282	19224	17349	256.5657	103.1482	106.2417
ENSG00000166444.19	DENND2B	protein_coding	6877	5715	5655	23.2410	9.3437	9.6239
ENSG00000166446.15	CDYL2	protein_coding	566	267	299	3.0913	1.2428	1.2801
ENSG00000166448.15	TMEM130	protein_coding	167	85	82	1.7344	0.6973	0.7182
ENSG00000166450.13	PRTG	protein_coding	40	18	22	0.1318	0.0530	0.0546
ENSG00000166451.13	CENPN	protein_coding	623	654	693	8.4159	3.3835	3.4849
ENSG00000166452.12	AKIP1	protein_coding	1387	689	710	29.0660	11.6855	12.0360
ENSG00000166454.10	ATMIN	protein_coding	5380	2650	2730	41.4299	16.6563	17.1558
ENSG00000166455.14	C16orf46	protein_coding	0	0	2	0.0000	0.0000	0.0000
ENSG00000166471.11	TMEM41B	protein_coding	2835	1433	1404	31.9411	12.8414	13.2265
ENSG00000166473.17	PKD1L2	polymorphic_pseudogene	15	6	11	0.0388	0.0156	0.0161
ENSG00000166477.13	LEO1	protein_coding	1846	1012	946	33.5629	13.4934	13.8981
ENSG00000166478.10	ZNF143	protein_coding	1140	566	583	13.0144	5.2322	5.3891
ENSG00000166479.10	TMX3	protein_coding	3371	1676	1695	21.8180	8.7716	9.0346
ENSG00000166482.12	MFAP4	protein_coding	2053	1150	1066	47.0753	18.9259	19.4935
ENSG00000166483.11	WEE1	protein_coding	3007	1530	1479	15.6668	6.2986	6.4875
ENSG00000166484.20	MAPK7	protein_coding	1061	620	623	9.8420	3.9568	4.0755
ENSG00000166492.9	FAM86GP	unprocessed_pseudogene	11	5	6	0.5460	0.2195	0.2261
ENSG00000166501.14	PRKCB	protein_coding	729	357	372	3.1801	1.2785	1.3169
ENSG00000166503.9	HDGFL3	protein_coding	4060	2169	2169	12.1863	4.8993	5.0462
ENSG00000166507.19	NDST2	protein_coding	4	3	1	0.0414	0.0167	0.0172
ENSG00000166508.18	MCM7	protein_coding	7163	3612	3677	78.7160	31.6466	32.5956
ENSG00000166509.12	CLEC3A	protein_coding	3	2	1	0.0482	0.0194	0.0199
ENSG00000166510.14	CCDC68	protein_coding	495	243	252	4.6481	1.8687	1.9247
ENSG00000166523.8	CLEC4E	protein_coding	274	135	139	5.5865	2.2460	2.3133
ENSG00000166526.18	ZNF3	protein_coding	1920	1227	1152	17.0615	6.8593	7.0650
ENSG00000166527.8	CLEC4D	protein_coding	38	19	19	0.8934	0.3592	0.3700
ENSG00000166529.15	ZSCAN21	protein_coding	245	359	344	5.5129	2.2164	2.2829
ENSG00000166530.8	HSBP1P2	processed_pseudogene	2	0	2	0.4210	0.1692	0.1743
ENSG00000166532.16	RIMKLB	protein_coding	1341	712	660	7.5183	3.0226	3.1133
ENSG00000166535.20	A2ML1	protein_coding	811	398	415	5.4624	2.1961	2.2620
ENSG00000166546.14	BEAN1	protein_coding	44	26	27	0.2873	0.1155	0.1190
ENSG00000166548.17	TK2	protein_coding	1510	971	924	7.0394	2.8301	2.9150
ENSG00000166557.14	TMED3	protein_coding	5620	2870	2753	13.9534	5.6098	5.7780
ENSG00000166558.11	SLC38A8	protein_coding	1	0	1	0.0242	0.0097	0.0100
ENSG00000166562.9	SEC11C	protein_coding	4307	2208	2100	50.4110	20.2670	20.8748
ENSG00000166569.8	CPLX4	protein_coding	2	0	2	0.0272	0.0109	0.0113
ENSG00000166573.6	GALR1	protein_coding	1	1	0	0.0044	0.0018	0.0018
ENSG00000166575.17	TMEM135	protein_coding	729	372	360	3.4803	1.3992	1.4412
ENSG00000166578.10	IQCD	protein_coding	721	347	380	14.1266	5.6794	5.8497
ENSG00000166579.16	NDEL1	protein_coding	2674	1392	1419	16.1996	6.5128	6.7081
ENSG00000166582.10	CENPV	protein_coding	431	296	311	7.2890	2.9304	3.0183
ENSG00000166589.13	CDH16	protein_coding	5	2	3	0.0671	0.0270	0.0278
ENSG00000166592.12	RRAD	protein_coding	1998	970	1029	60.1508	24.1827	24.9079
ENSG00000166595.12	CIAO2B	protein_coding	1946	922	1030	88.4859	35.5744	36.6412
ENSG00000166596.15	CFAP52	protein_coding	1605	833	774	25.2313	10.1439	10.4481
ENSG00000166598.15	HSP90B1	protein_coding	51868	30571	31676	532.4770	214.0741	220.4942
ENSG00000166603.5	MC4R	protein_coding	7	3	4	0.1968	0.0791	0.0815
ENSG00000166619.15	BLCAP	protein_coding	9246	4480	4782	56.6332	22.7685	23.4513
ENSG00000166634.6	SERPINB12	protein_coding	2	1	1	0.0754	0.0303	0.0312
ENSG00000166664.14	CHRFAM7A	protein_coding	16	4	12	0.1910	0.0768	0.0791
ENSG00000166669.13	ATF7IP2	protein_coding	584	287	297	4.4043	1.7707	1.8238
ENSG00000166670.10	MMP10	protein_coding	27466	13882	13584	752.6040	302.5727	311.6469
ENSG00000166676.17	TVP23A	protein_coding	27	431	403	0.2255	0.0906	0.0934
ENSG00000166681.14	BEX3	protein_coding	7671	3801	3872	332.4942	133.6741	137.6830
ENSG00000166682.13	TMPRSS5	protein_coding	5	2	3	0.0904	0.0364	0.0374
ENSG00000166685.12	COG1	protein_coding	1411	1460	1482	12.7908	5.1423	5.2966
ENSG00000166689.16	PLEKHA7	protein_coding	1316	695	672	5.7779	2.3229	2.3926
ENSG00000166693.7	OR5M13P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000166704.11	ZNF606	protein_coding	366	188	198	2.3105	0.9289	0.9568
ENSG00000166707.12	ZCCHC18	protein_coding	15	10	5	0.2136	0.0859	0.0884
ENSG00000166710.21	B2M	protein_coding	209553	105037	104534	1851.5526	744.3879	766.7121
ENSG00000166716.10	ZNF592	protein_coding	2621	1298	1323	15.4248	6.2013	6.3873
ENSG00000166734.20	GOLM2	protein_coding	5951	3711	3640	40.3704	16.2303	16.7170
ENSG00000166736.11	HTR3A	protein_coding	84	45	39	1.4606	0.5872	0.6048
ENSG00000166741.8	NNMT	protein_coding	4390	2186	2204	81.5073	32.7688	33.7515
ENSG00000166743.9	ACSM1	protein_coding	48	21	27	0.8058	0.3240	0.3337
ENSG00000166747.13	AP1G1	protein_coding	6438	3256	3183	28.2609	11.3618	11.7026
ENSG00000166750.10	SLFN5	protein_coding	13568	6818	6753	61.2669	24.6314	25.3701
ENSG00000166762.19	CATSPER2	protein_coding	81	42	39	0.4824	0.1939	0.1998
ENSG00000166763.8	STRCP1	transcribed_unprocessed_pseudogene	12	8	4	0.1016	0.0408	0.0421
ENSG00000166770.11	ZNF667-AS1	lncRNA	182	119	117	0.7208	0.2898	0.2985
ENSG00000166780.11	BMERB1	protein_coding	1468	782	754	20.1699	8.1090	8.3522
ENSG00000166783.22	MARF1	protein_coding	4491	2336	2284	19.8479	7.9795	8.2188
ENSG00000166787.3	SAA3P	transcribed_unprocessed_pseudogene	3	3	1	0.2214	0.0890	0.0917
ENSG00000166788.10	SAAL1	protein_coding	761	368	394	11.9633	4.8096	4.9539
ENSG00000166793.13	YPEL4	protein_coding	36	19	27	0.3890	0.1564	0.1611
ENSG00000166794.5	PPIB	protein_coding	7938	15505	14853	222.0561	89.2742	91.9515
ENSG00000166796.12	LDHC	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166797.11	CIAO2A	protein_coding	2131	1069	1062	45.4477	18.2715	18.8195
ENSG00000166800.10	LDHAL6A	protein_coding	2	2	0	0.0373	0.0150	0.0154
ENSG00000166801.16	FAM111A	protein_coding	1047	554	510	6.9885	2.8096	2.8939
ENSG00000166803.14	PCLAF	protein_coding	653	322	331	8.5643	3.4432	3.5464
ENSG00000166813.16	KIF7	protein_coding	529	319	377	4.8263	1.9403	1.9985
ENSG00000166816.15	LDHD	protein_coding	214	107	108	4.3558	1.7512	1.8037
ENSG00000166819.12	PLIN1	protein_coding	6	2	4	0.0762	0.0306	0.0316
ENSG00000166821.9	PEX11A	protein_coding	392	207	185	5.9584	2.3955	2.4673
ENSG00000166822.13	TMEM170A	protein_coding	1063	552	511	9.1952	3.6968	3.8076
ENSG00000166823.5	MESP1	protein_coding	44	20	24	0.8952	0.3599	0.3707
ENSG00000166825.15	ANPEP	protein_coding	1496	738	758	14.2896	5.7449	5.9172
ENSG00000166828.3	SCNN1G	protein_coding	541	307	285	7.4995	3.0150	3.1055
ENSG00000166831.9	RBPMS2	protein_coding	99	35	64	2.2679	0.9118	0.9391
ENSG00000166833.22	NAV2	protein_coding	3417	2193	2127	10.8538	4.3636	4.4945
ENSG00000166839.17	ANKDD1A	protein_coding	235	167	131	2.2505	0.9048	0.9319
ENSG00000166840.13	GLYATL1	protein_coding	7	5	2	0.0620	0.0249	0.0257
ENSG00000166845.15	C18orf54	protein_coding	611	300	312	4.7692	1.9174	1.9749
ENSG00000166847.10	DCTN5	protein_coding	4107	2017	2090	15.6077	6.2748	6.4630
ENSG00000166848.7	TERF2IP	protein_coding	2820	1576	1554	30.7374	12.3575	12.7281
ENSG00000166851.15	PLK1	protein_coding	1059	649	651	10.7232	4.3111	4.4404
ENSG00000166855.9	CLPX	protein_coding	2886	1432	1454	25.4719	10.2406	10.5477
ENSG00000166856.3	GPR182	protein_coding	15	7	8	0.2120	0.0852	0.0878
ENSG00000166860.3	ZBTB39	protein_coding	631	309	322	4.8522	1.9507	2.0092
ENSG00000166862.7	CACNG2	protein_coding	1	1	1	0.0074	0.0030	0.0031
ENSG00000166863.13	TAC3	protein_coding	1	0	1	0.0307	0.0123	0.0127
ENSG00000166866.13	MYO1A	protein_coding	6	4	3	0.0650	0.0261	0.0269
ENSG00000166869.3	CHP2	protein_coding	64	41	30	1.5682	0.6305	0.6494
ENSG00000166881.10	NEMP1	protein_coding	1261	662	600	10.6071	4.2644	4.3923
ENSG00000166884.2	OR4D6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166886.13	NAB2	protein_coding	977	524	524	16.4594	6.6172	6.8157
ENSG00000166887.16	VPS39	protein_coding	3417	1726	1693	19.7358	7.9345	8.1724
ENSG00000166888.12	STAT6	protein_coding	9539	4748	4899	62.9993	25.3279	26.0875
ENSG00000166889.14	PATL1	protein_coding	3610	1901	1964	40.1379	16.1368	16.6208
ENSG00000166896.9	ATP23	protein_coding	502	245	257	7.2726	2.9238	3.0115
ENSG00000166897.16	ELFN2	protein_coding	991	519	589	5.4334	2.1844	2.2499
ENSG00000166900.17	STX3	protein_coding	2074	1031	1043	13.6788	5.4993	5.6643
ENSG00000166902.5	MRPL16	protein_coding	1673	836	837	37.1256	14.9258	15.3734
ENSG00000166908.18	PIP4K2C	protein_coding	4411	2228	2185	64.4454	25.9093	26.6863
ENSG00000166912.17	MTMR10	protein_coding	1183	918	1012	6.4516	2.5938	2.6716
ENSG00000166913.13	YWHAB	protein_coding	26055	13104	12953	158.8240	63.8527	65.7677
ENSG00000166917.11	MIR202HG	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000166920.13	C15orf48	protein_coding	1316	1274	1421	46.8116	18.8199	19.3843
ENSG00000166922.8	SCG5	protein_coding	140	76	64	3.0728	1.2354	1.2724
ENSG00000166923.12	GREM1	protein_coding	4205	2080	2151	13.7092	5.5116	5.6768
ENSG00000166924.9	NYAP1	protein_coding	27	14	13	0.3626	0.1458	0.1501
ENSG00000166925.9	TSC22D4	protein_coding	2504	1225	1280	32.9035	13.2283	13.6251
ENSG00000166926.8	MS4A6E	protein_coding	3	2	1	0.1368	0.0550	0.0566
ENSG00000166927.13	MS4A7	protein_coding	832	425	407	9.2293	3.7105	3.8218
ENSG00000166928.11	MS4A14	protein_coding	69	42	28	0.8302	0.3338	0.3438
ENSG00000166930.7	MS4A5	protein_coding	1	0	1	0.0527	0.0212	0.0218
ENSG00000166938.13	DIS3L	protein_coding	1262	649	682	11.1897	4.4986	4.6335
ENSG00000166946.14	CCNDBP1	protein_coding	3457	1759	1698	25.0373	10.0659	10.3677
ENSG00000166947.15	EPB42	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166948.10	TGM6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000166949.16	SMAD3	protein_coding	7425	3833	3595	38.3576	15.4211	15.8836
ENSG00000166959.8	MS4A8	protein_coding	3625	1800	1827	68.0377	27.3535	28.1738
ENSG00000166960.16	CCDC178	protein_coding	34	29	23	0.3662	0.1472	0.1516
ENSG00000166961.15	MS4A15	protein_coding	12	3	9	0.2535	0.1019	0.1050
ENSG00000166963.13	MAP1A	protein_coding	3223	1628	1596	14.5919	5.8664	6.0424
ENSG00000166965.12	RCCD1	protein_coding	460	235	228	4.4620	1.7939	1.8477
ENSG00000166971.17	AKTIP	protein_coding	1396	1227	1186	12.9520	5.2071	5.3633
ENSG00000166974.13	MAPRE2	protein_coding	1367	696	672	10.7379	4.3170	4.4465
ENSG00000166979.13	EVA1C	protein_coding	2055	1004	1051	22.7541	9.1479	9.4223
ENSG00000166984.12	TCP10L2	protein_coding	0	1	0	0.0000	0.0000	0.0000
ENSG00000166986.15	MARS1	protein_coding	6233	3354	3447	42.7467	17.1856	17.7010
ENSG00000166987.15	MBD6	protein_coding	1501	1013	1114	12.9979	5.2256	5.3823
ENSG00000166997.8	CNPY4	protein_coding	438	261	259	8.6133	3.4628	3.5667
ENSG00000167004.13	PDIA3	protein_coding	49329	26398	25730	563.2794	226.4577	233.2492
ENSG00000167005.14	NUDT21	protein_coding	6169	3154	3015	50.1415	20.1586	20.7632
ENSG00000167011.9	NAT16	protein_coding	2	0	3	0.0248	0.0100	0.0103
ENSG00000167014.11	TERB2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000167034.10	NKX3-1	protein_coding	1064	532	532	15.6448	6.2897	6.4784
ENSG00000167037.19	SGSM1	protein_coding	213	95	118	1.1928	0.4795	0.4939
ENSG00000167046.4	AL357033.1	lncRNA	4	0	4	0.0997	0.0401	0.0413
ENSG00000167065.14	DUSP18	protein_coding	475	479	495	5.1483	2.0698	2.1319
ENSG00000167074.15	TEF	protein_coding	1835	915	920	18.8101	7.5623	7.7891
ENSG00000167077.13	MEI1	protein_coding	952	470	483	6.5197	2.6211	2.6997
ENSG00000167080.9	B4GALNT2	protein_coding	1635	789	846	8.7942	3.5356	3.6416
ENSG00000167081.18	PBX3	protein_coding	844	409	435	8.2952	3.3350	3.4350
ENSG00000167083.7	GNGT2	protein_coding	98	63	65	2.7966	1.1243	1.1581
ENSG00000167085.13	PHB	protein_coding	3994	4187	3858	37.6504	15.1367	15.5907
ENSG00000167088.11	SNRPD1	protein_coding	3355	1712	1643	33.2594	13.3714	13.7724
ENSG00000167094.16	TTC16	protein_coding	308	171	189	2.3389	0.9403	0.9685
ENSG00000167098.12	SUN5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000167100.15	SAMD14	protein_coding	127	413	399	0.8392	0.3374	0.3475
ENSG00000167103.12	PIP5KL1	protein_coding	71	37	37	1.0286	0.4135	0.4259
ENSG00000167104.11	BPIFB6	protein_coding	2	1	1	0.0575	0.0231	0.0238
ENSG00000167105.8	TMEM92	protein_coding	302	151	154	4.7538	1.9112	1.9685
ENSG00000167106.12	FAM102A	protein_coding	3535	1828	1874	25.9217	10.4214	10.7339
ENSG00000167107.13	ACSF2	protein_coding	1485	744	763	12.3470	4.9639	5.1128
ENSG00000167110.18	GOLGA2	protein_coding	3943	1939	2005	27.3018	10.9763	11.3055
ENSG00000167112.10	TRUB2	protein_coding	1452	856	899	12.0001	4.8245	4.9692
ENSG00000167113.11	COQ4	protein_coding	2110	1010	1104	21.1610	8.5074	8.7626
ENSG00000167114.13	SLC27A4	protein_coding	2141	1101	1040	31.9584	12.8484	13.2337
ENSG00000167117.10	ANKRD40CL	protein_coding	1	2	0	0.0132	0.0053	0.0054
ENSG00000167118.11	URM1	protein_coding	2169	1063	1107	23.9339	9.6223	9.9108
ENSG00000167123.19	CERCAM	protein_coding	3595	1767	1832	28.5979	11.4974	11.8422
ENSG00000167130.18	DOLPP1	protein_coding	928	478	450	19.9860	8.0350	8.2760
